uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n788797906,0883-1351,Palaios,"Spatial and Stratigraphic Variation of Marine Paleoenvironments in the Muddle-Upper Miocene Gatun Formation, Isthmus of Panama"
http://vivo.ufl.edu/individual/n5453531240,0002-9440,The American journal of pathology,Cns Inflammation and Bone Marrow Neuropathy in Type 1 Diabetes
http://vivo.ufl.edu/individual/n7518474575,1079-5642,Arteriosclerosis Thrombosis and Vascular Biology,Reduced Mural Cell Coverage and Impaired Vessel Integrity After Angiogenic Stimulation in the Alk1-Deficient Brain
http://vivo.ufl.edu/individual/n4109060565,0960-894X,Bioorganic & Medicinal Chemistry Letters,"Re-Engineering Aryl Methylcarbamates To Confer High Selectivity for Inhibition of Anopheles Gambiae Versus Human Acetylcholinesterase (Vol 22, Pg 4593, 2012)"
http://vivo.ufl.edu/individual/n5361104903,1545-5963,Ieee-Acm Transactions On Computational Biology and Bioinformatics,Probabilistic Biological Network Alignment
http://vivo.ufl.edu/individual/n6558783232,1063-4584,Osteoarthritis Cartilage,"Experimental Pain Sensitivity Differs as a Function of Clinical Pain Severity in Symptomatic Knee Osteoarthritis (Vol 21, Pg 1243, 2013)"
http://vivo.ufl.edu/individual/n3548956489,0897-7151,Journal of Neurotrauma,Elevated Levels of Sbdp150 in the Emergency Department Are Associated With Poor Outcome At One Month From Mild and Moderate Traumatic Brain Injury
http://vivo.ufl.edu/individual/n255312070,0019-2805,Immunology,Cd26-Mediated Co-Stimulation in Human Cd8+T Cells Provokes Effector Function Via Pro-Inflammatory Cytokine Production
http://vivo.ufl.edu/individual/n3350270948,1475-2875,Malaria Journal,Global Malaria Connectivity Through Air Travel
http://vivo.ufl.edu/individual/n2102466076,1052-3057,Journal of Stroke and Cerebrovascular Diseases,Thrombocytopenia and In-Hospital Mortality Risk Among Ischemic Stroke Patients
http://vivo.ufl.edu/individual/n900020048,0021-9258,Journal of Biological Chemistry,The Sld Genetic Defect Two Intronic Ca Repeats Promote Insertion of the Subsequent Intron and Mrna Decay
http://vivo.ufl.edu/individual/n6453964108,0018-5345,Hortscience,Chromosome Numbers and Ploidy Levels of Chinese Curcuma Species
http://vivo.ufl.edu/individual/n9617488902,0733-9372,ASCE Journal of Environmental Engineering,"Phosphorus Equilibrium. Ii: Comparing Filter Media, Models, and Leaching"
http://vivo.ufl.edu/individual/n2584138547,0277-5387,Polyhedron,Influence of Particle Size On the Phase Behavior Associated With the Thermal Spin Transition of the Prussian Blue Analogue K0.4Co1.3{[}Fe(Cn)(6)]Center Dot 4.4H(2)O
http://vivo.ufl.edu/individual/n2164714837,0968-0896,Bioorganic & Medicinal Chemistry,"The 3,7-Diazabicyclo{[}3.3.1]Nonane Scaffold for Subtype Selective Nicotinic Acetylcholine Receptor (Nachr) Ligands. Part 1: the Influence of Different Hydrogen Bond Acceptor Systems On Alkyl and (Hetero)Aryl Substituents"
http://vivo.ufl.edu/individual/n744662205,0020-7519,International Journal for Parasitology,Co-Infection and Cross-Species Transmission of Divergent Hepatocystis Lineages in a Wild African Primate Community
http://vivo.ufl.edu/individual/n1118069582,1931-3195,Journal of Applied Remote Sensing,Airborne Lidar Point Cloud-Based Below-Canopy Line-Of-Sight Visibility Estimator
http://vivo.ufl.edu/individual/n3294249134,0004-637X,Astrophysical Journal,"Mid-Infrared Extinction Mapping of Infrared Dark Clouds. Ii. the Structure of Massive Starless Cores and Clumps (Vol 754, Pg 5, 2012)"
http://vivo.ufl.edu/individual/n6120321812,0300-9858,Veterinary Pathology,Dermatitis and Cellulitis in Leopard Geckos (Eublepharis Macularius) Caused By the Chrysosporium Anamorph of Nannizziopsis Vriesii
http://vivo.ufl.edu/individual/n4370865808,0015-4040,Florida Entomologist,A Device and a Protocol for Collecting Brood of the Red Imported Fire Ant (Hymenoptera: Formicidae) in the Field
http://vivo.ufl.edu/individual/n9024396723,1063-8210,IEEE Transactions On Very Large Scale Integration (Vlsi) Systems,Scalable Digital Cmos Comparator Using a Parallel Prefix Tree
http://vivo.ufl.edu/individual/n2225262806,0195-6108,American Journal of Neuroradiology,Imaging Changes in Very Young Children With Brain Tumors Treated With Proton Therapy and Chemotherapy
http://vivo.ufl.edu/individual/n526410092,0022-3166,Journal of Nutrition,Metabolite Profile Analysis Reveals Functional Effects of 28-Day Vitamin B-6 Restriction On One-Carbon Metabolism and Tryptophan Catabolic Pathways in Healthy Men and Women
http://vivo.ufl.edu/individual/n174128,0902-0063,Clinical Transplantation,Impact of post-kidney transplant parathyroidectomy on allograft function
http://vivo.ufl.edu/individual/n3884051068,2161-1653,ACS Macro Letters,Metathesis Step-Growth Polymerizations in Ionic Liquid
http://vivo.ufl.edu/individual/n9255166371,0895-3996,Journal of X-Ray Science and Technology,Dot Corrected Fluorescence Molecular Tomography Using Targeted Contrast Agents for Small Animal Tumor Imaging
http://vivo.ufl.edu/individual/n3035004482,1545-9624,Journal of Occupational and Environmental Hygiene,Case Study: Behavior and Perception of Using Safety Gear Among Commercial Landscapers: a Pilot Study
http://vivo.ufl.edu/individual/n53276678,0003-2999,Anesthesia and Analgesia,Is There An Apparent Reason for These Cancer Recurrence Data?
http://vivo.ufl.edu/individual/n4285169289,0731-9487,Learning Disability Quarterly,Discourse Practices in Inclusive Elementary Mathematics Classrooms
http://vivo.ufl.edu/individual/n3467447210,0921-2973,Landscape Ecology,Functional Habitat Connectivity for Beach Mice Depends On Perceived Predation Risk
http://vivo.ufl.edu/individual/n8364822258,1554-8929,Acs Chemical Biology,Chemical Detoxification of Small Molecules By Caenorhabditis Elegans
http://vivo.ufl.edu/individual/n7158769912,0962-1083,Molecular ecology,The Hindgut Lumen Prokaryotic Microbiota of the Termite Reticulitermes Flavipes and Its Responses To Dietary Lignocellulose Composition
http://vivo.ufl.edu/individual/n2709162376,0142-0615,International Journal of Electrical Power and Energy Systems,An Adaptive Fuzzy Controller Based On Harmony Search and Its Application To Power Plant Control
http://vivo.ufl.edu/individual/n9872892455,2041-210X,Methods in Ecology and Evolution,"Strategies for Fitting Nonlinear Ecological Models in R, Ad Model Builder, and Bugs"
http://vivo.ufl.edu/individual/n1370033391,1098-0121,Physical Review B,Infrared Phonon Modes in Multiferroic Single-Crystal Fete2O5Br
http://vivo.ufl.edu/individual/n3064932531,0736-0266,Journal of Orthopaedic Research,Changes in in Vivo Knee Contact Forces Through Gait Modification
http://vivo.ufl.edu/individual/n112981125,0021-8812,Journal of Animal Science,"Survey of Transportation Procedures, Management Practices, and Health Assessment Related To Quality, Quantity, and Value for Market Beef and Dairy Cows and Bulls"
http://vivo.ufl.edu/individual/n2558331079,1475-2891,Nutrition journal,"Consumption of Cranberry Polyphenols Enhances Human Gamma Delta-T Cell Proliferation and Reduces the Number of Symptoms Associated With Colds and Influenza: a Randomized, Placebo-Controlled Intervention Study"
http://vivo.ufl.edu/individual/n4796617689,0898-6568,Cellular Signalling,"Induction of Renal Fibrotic Genes By Tgf-Beta 1 Requires Egfr Activation, P53 and Reactive Oxygen Species"
http://vivo.ufl.edu/individual/n4013665057,1068-9265,Annals of Surgical Oncology,"Is Postexcision, Preradiation Mammogram Necessary in Patients After Breast-Conserving Surgery With Negative Margins"
http://vivo.ufl.edu/individual/n3976997955,8750-7587,Journal of Applied Physiology,Effects of Exercise Training On Tumor Hypoxia and Vascular Function in the Rodent Preclinical Orthotopic Prostate Cancer Model
http://vivo.ufl.edu/individual/n5326247961,1942-325X,Circulation: Cardiovascular Genetics,Genetic Variation in Pear1 Is Associated With Platelet Aggregation and Cardiovascular Outcomes
http://vivo.ufl.edu/individual/n3258339589,0738-6729,Behavior Analyst,"Nathan H. Azrin (1930-2013): Case Study of a ""Crossover"" Career"
http://vivo.ufl.edu/individual/n7578981407,0129-7619,Singapore Journal of Tropical Geography,"Spatial Modelling of Road Network Development, Population Pressure and Biophysical Properties of Upland Crop and Forest Conversions in Lop Buri Province, Thailand, 1989-2006"
http://vivo.ufl.edu/individual/n7615185303,1471-2369,Bmc Nephrology,An Update On the Impact of Pre-Transplant Transfusions and Allosensitization On Time To Renal Transplant and On Allograft Survival
http://vivo.ufl.edu/individual/n3809218917,1741-427X,Evidence-Based Complementary and Alternative Medicine,Nccam/Nci Phase 1 Study of Mistletoe Extract and Gemcitabine in Patients With Advanced Solid Tumors
http://vivo.ufl.edu/individual/n2925883525,1531-3433,Current Pain and Headache Reports,Why Does Increased Exercise Decrease Migraine?
http://vivo.ufl.edu/individual/n9946557094,0278-4319,International Journal of Hospitality Management,Hospitality Accommodations and Women's Consensual Sex
http://vivo.ufl.edu/individual/n7465673742,0143-4632,Journal of Multilingual and Multicultural Development,Foreign-Accented Speech Perception Ratings: a Multifactorial Case Study
http://vivo.ufl.edu/individual/n8212187809,0022-5193,Journal of Theoretical Biology,Direct Plant-Predator Interactions as Determinants of Food Chain Dynamics
http://vivo.ufl.edu/individual/n2425194908,0931-041X,Pediatric Nephrology,Serum From Minimal Change Patients in Relapse Increases Cd80 Expression in Cultured Podocytes
http://vivo.ufl.edu/individual/n5579048196,0021-8979,Journal of Applied Physics,Phase and Texture Evolution in Solution Deposited Lead Zirconate Titanate Thin Films: Formation and Role of the Pt3Pb Intermetallic Phase
http://vivo.ufl.edu/individual/n9005502109,1471-2156,BMC Genetics,Discovery of Single Nucleotide Polymorphisms in Candidate Genes Associated With Fertility and Production Traits in Holstein Cattle
http://vivo.ufl.edu/individual/n9428846255,0048-721X,Religion,The Ubiquitous Siva: Somananda's Sivadrsti and His Tantric Interlocutors
http://vivo.ufl.edu/individual/n5027191307,0002-7294,American Anthropologist,"Ethnicity in Ancient Amazonia: Reconstructing Past Identities From Archaeology, Linguistics, and Ethnohistory"
http://vivo.ufl.edu/individual/n6391212014,0006-4971,Blood,The Function of Hematopoietic Stem Cells Is Altered By Both Genetic and Inflammatory Factors in Lupus Mice
http://vivo.ufl.edu/individual/n1361379613,0001-1541,Aiche Journal,Modeling Gas-Particle Two-Phase Flows With Complex and Moving Boundaries Using Dem-Cfd With An Immersed Boundary Method
http://vivo.ufl.edu/individual/n4050071241,1049-9644,Biological Control,Evaluation of Proxies for Quality of Metaseiulus Occidentalis (Acari: Phytoseiidae) Reared On Different Stages of Tetranychus Urticae (Acari: Tetranychidae)
http://vivo.ufl.edu/individual/n5686323416,1546-1440,Journal of the American College of Radiology,"National Entrepreneurial Radiology Initiatives: What Are They, and What Can They Do To and for You?"
http://vivo.ufl.edu/individual/n1857411232,0067-0049,Astrophysical Journal Supplement Series,Planetary Candidates Observed By Kepler. Iii. Analysis of the First 16 Months of Data
http://vivo.ufl.edu/individual/n9911207992,2152-4971,Cellular Reprogramming,Generation of Neural Cells From Dm1 Induced Pluripotent Stem Cells as Cellular Model for the Study of Central Nervous System Neuropathogenesis
http://vivo.ufl.edu/individual/n7011905079,0925-8388,Journal of Alloys and Compounds,Zno Incorporated Lifepo4 for High Rate Electrochemical Performance in Lithium Ion Rechargeable Batteries
http://vivo.ufl.edu/individual/n6778045499,2072-4292,Remote Sensing,Combined Spatial and Temporal Effects of Environmental Controls On Long-Term Monthly Ndvi in the Southern Africa Savanna
http://vivo.ufl.edu/individual/n435703272,0277-3732,American Journal of Clinical Oncology,Improving the Therapeutic Ratio By Using Proton Therapy in Patients With Stage I Or II Seminoma
http://vivo.ufl.edu/individual/n8846743641,0002-1962,Agronomy Journal,Deposition and Decomposition of Signal Grass Pasture Litter Under Varying Nitrogen Fertilizer and Stocking Rates
http://vivo.ufl.edu/individual/n1183750215,1932-6203,PLoS One,"Hypomethylation of Serum Blood Clot Dna, But Not Plasma Edta-Blood Cell Pellet Dna, From Vitamin B12-Deficient Subjects"
http://vivo.ufl.edu/individual/n8874506358,0092-8674,Cell,The Somatic Genomic Landscape of Glioblastoma
http://vivo.ufl.edu/individual/n3466403079,1471-2105,BMC Bioinformatics,"M-Pick, a Modularity-Based Method for Otu Picking of 16S Rrna Sequences"
http://vivo.ufl.edu/individual/n2022779204,0023-8031,Landscape Architecture,Triptych By the Sea
http://vivo.ufl.edu/individual/n8224940648,0362-9805,Legislative Studies Quarterly,Term Limits and Legislative-Executive Conflict in the American States
http://vivo.ufl.edu/individual/n3631717105,1946-6234,Science Translational Medicine,Phenylbutyrate Therapy for Pyruvate Dehydrogenase Complex Deficiency and Lactic Acidosis
http://vivo.ufl.edu/individual/n2476859422,0022-5347,Journal of Urology,Male Breast Cancer and 5 Alpha-Reductase Inhibitors Finasteride and Dutasteride
http://vivo.ufl.edu/individual/n1000710090,0264-9993,Economic Modelling,Modeling the Effect of Off-Farm Income On Farmland Values: a Quantile Regression Approach
http://vivo.ufl.edu/individual/n899889572,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Neoadjuvant Chemoradiation for Distal Rectal Cancer: 5-Year Updated Results of a Randomized Phase 2 Study of Neoadjuvant Combined Modality Chemoradiation for Distal Rectal Cancer
http://vivo.ufl.edu/individual/n5347928879,0009-9236,Clinical Pharmacology & Therapeutics,Application of Physiologically-Based Pharmacokinetic (Pbpk) Model in Predicting Drug Metabolism and Pharmacokinetics in Pediatric Populations - a Case Study of Acetaminophen.
http://vivo.ufl.edu/individual/n6706144780,0964-1726,Smart Materials and Structures,The Role of Coupling Strength in the Performance of Electrodynamic Vibrational Energy Harvesters
http://vivo.ufl.edu/individual/n7463656928,1385-4046,The Clinical Neuropsychologist,Reliability of Three Benton Judgment of Line Orientation Short Forms in Idiopathic Parkinson's Disease
http://vivo.ufl.edu/individual/n2739685125,0965-8211,Memory,When Does Meaning Making Predict Subjective Well-Being? Examining Young and Older Adults in Two Cultures
http://vivo.ufl.edu/individual/n5150246653,0013-7227,Endocrinology,Acute Hypernatremia Exerts An Inhibitory Oxytocinergic Tone That Is Associated With Anxiolytic Mood in Male Rats
http://vivo.ufl.edu/individual/n8823908503,0004-3591,Arthritis and Rheumatism,Autoantibodies To the Th/To Complex Are the Most Common Antibodies in Systemic Sclerosis (Ssc) Patients Without Other Autoantibodies
http://vivo.ufl.edu/individual/n367958262,1931-857X,American Journal of Physiology-Renal Physiology,Angiotensin Type 1 Receptor Resistance To Blockade in the Opossum Proximal Tubule Cell Due To Variations in the Binding Pocket
http://vivo.ufl.edu/individual/n5474420845,0892-6638,Faseb Journal,Obesity Affects Short-Term Folic Acid Pharmacokinetics in Women of Childbearing Age
http://vivo.ufl.edu/individual/n6573115033,0741-5214,Journal of Vascular Surgery,Use of Cryopreserved Aortoiliac Allograft (Caa) for Aortic Reconstruction in the United States
http://vivo.ufl.edu/individual/n817625521,0315-162X,The Journal of Rheumatology,"A Delphi Exercise To Identify Characteristic Features of Gout - Opinions From Patients and Physicians, the First Stage in Developing New Classification Criteria"
http://vivo.ufl.edu/individual/n3946710393,0169-8095,Atmospheric Research,Lightning Physics and Effects
http://vivo.ufl.edu/individual/n5476611493,0047-259X,Journal of Multivariate Analysis,Bayesian Modeling of the Dependence in Longitudinal Data Via Partial Autocorrelations and Marginal Variances
http://vivo.ufl.edu/individual/n3325652376,0931-0509,Nephrology Dialysis Transplantation,Hyperkalemia: Getting To the Heart of the Matter
http://vivo.ufl.edu/individual/n2743605704,0270-6474,Journal of Neuroscience,Linking Redox Regulation of Nmdar Synaptic Function To Cognitive Decline During Aging
http://vivo.ufl.edu/individual/n3859815349,1525-0016,Molecular Therapy,Regulation of Host Cellular Dna Binding Proteins Augment the Gene Transfer Efficiency of Adeno-Associated Virus (Aav) Vectors
http://vivo.ufl.edu/individual/n7929712010,0022-3085,Journal of Neurosurgery,Neuroprotective Effect of Preoperatively Induced Mild Hypothermia as Determined By Biomarkers and Histopathological Estimation in a Rat Subdural Hematoma Decompression Model
http://vivo.ufl.edu/individual/n8811606090,1932-7447,Journal of Physical Chemistry C,Polyaniline/Polyoxometalate Hybrid Nanofibers as Cathode for Lithium Ion Batteries With Improved Lithium Storage Capacity
http://vivo.ufl.edu/individual/n8819954856,0169-4332,Applied Surface Science,The Effect of Pillar Surface Fraction and Pillar Height On Contact Angles Using Molecular Dynamics
http://vivo.ufl.edu/individual/n8633178119,1098-0121,Physical Review B,Impurity States and Cooperative Magnetic Order in Fe-Based Superconductors
http://vivo.ufl.edu/individual/n9344749500,1031-3613,"Reproduction, fertility, and development","Effect of Short Term Progesterone Supplementation On Circulating Progesterone Concentration, Corpus Luteum Size, and Early Embryo Development in Cattle"
http://vivo.ufl.edu/individual/n2763612200,1063-6692,Ieee-Acm Transactions On Networking,On the Discovery of Critical Links and Nodes for Assessing Network Vulnerability
http://vivo.ufl.edu/individual/n6506027180,0027-5514,Mycologia,Two New Ramicandelaber Species From Taiwan
http://vivo.ufl.edu/individual/n7564677395,0031-0182,Palaeogeography Palaeoclimatology Palaeoecology,"The Drift History of Adria and Africa From 280 Ma To Present, Jurassic True Polar Wander, and Zonal Climate Control On Tethyan Sedimentary Facies"
http://vivo.ufl.edu/individual/n289670830,0022-0167,Journal of Counseling Psychology,"Navigating the Borderlands: the Roles of Minority Stressors, Bicultural Self-Efficacy, and Cognitive Flexibility in the Mental Health of Bisexual Individuals"
http://vivo.ufl.edu/individual/n2769955757,0269-9931,Cognition and Emotion,Early Adolescents Show Sustained Susceptibility To Cognitive Interference By Emotional Distractors
http://vivo.ufl.edu/individual/n3271670962,0003-6951,Applied Physics Letters,Aln-Based Piezoelectric Micromachined Ultrasonic Transducer for Photoacoustic Imaging
http://vivo.ufl.edu/individual/n5368086369,0361-1981,Transportation Research Record,"Optimization of Variable Speed Limits for Efficient, Safe, and Sustainable Mobility"
http://vivo.ufl.edu/individual/n1484539910,1526-5900,Journal of Pain,Pain Decisions Based On Pain Behavior of Virtual Humans
http://vivo.ufl.edu/individual/n737747879,0960-3123,International Journal of Environmental Health Research,High Numbers of Staphylococcus Aureus At Three Bathing Beaches in South Florida
http://vivo.ufl.edu/individual/n8263383726,1742-464X,Febs Journal,Vacuolar Protein Sorting Mechanisms in Plants
http://vivo.ufl.edu/individual/n8315315442,0892-6638,Faseb Journal,Aldosterone Acts in the Nucleus Tractus Solitarius (Nts) To Increase Expression of Vasopressin (Avp) in the Paraventricular Nucleus of the Hypothalamus (Pvn)
http://vivo.ufl.edu/individual/n7865781800,0048-9697,Science of the Total Environment,Gene Expression Profiling in the Ovary of Queen Conch (Strombus Gigas) Exposed To Environments With High Tributyltin in the British Virgin Islands
http://vivo.ufl.edu/individual/n5865876704,1525-0016,Molecular Therapy,High-Efficiency Transduction of Primary Human Monocyte-Derived Dendritic Cells By Recombinant Aav6 Vectors Containing Mutations in Surface-Exposed Serine and Threonine Residues
http://vivo.ufl.edu/individual/n5718607728,0006-3223,Biological Psychiatry,Animal Models Lead the Way To Further Understanding Food Addiction as Well as Providing Evidence That Drugs Used Successfully in Addictions Can Be Successful in Treating Overeating
http://vivo.ufl.edu/individual/n276592116,1460-3799,Risk Management-An International Journal,A Dangerous Neighbor: the News Frames of the Radiation Effects From the Fukushima Nuclear Accident
http://vivo.ufl.edu/individual/n915347323,1049-2089,Journal of Health Care for the Poor and Underserved,Factors Associated With Time-To-Treatment of Prostate Cancer in Florida
http://vivo.ufl.edu/individual/n144985516,0009-7322,Circulation,Management of Antiplatelet Therapy in Patients With Coronary Artery Disease Requiring Cardiac and Noncardiac Surgery
http://vivo.ufl.edu/individual/n7195855296,0891-4222,Research in Developmental Disabilities,Relationships Among Cognitive Deficits and Component Skills of Reading in Younger and Older Students With Developmental Dyslexia
http://vivo.ufl.edu/individual/n7463120842,0016-1128,French Studies,The Bad Taste of Others: Judging Literary Value in Eighteenth-Century France
http://vivo.ufl.edu/individual/n4933574474,0277-0008,Pharmacotherapy,Pseudoephedrine and False-Positive Immunoassay Urine Drug Tests for Amphetamine
http://vivo.ufl.edu/individual/n4217839295,0891-6640,Journal of Veterinary and Internal Medicine,Accurate Antemortem Diagnosis of Equine Protozoal Myeloencephalitis (Epm) Based On Detecting Intrathecal Antibodies Against Sarcocystis Neurona Using the Snsag2 and Snsag4/3 Elisas
http://vivo.ufl.edu/individual/n106113922,0363-6445,Systematic Botany,"Opuntia Lilae, Another Tacinga Hidden in Opuntia S.L. (Cactaceae)"
http://vivo.ufl.edu/individual/n1944779471,0031-9007,Physical Review Letters,Effects of Disordered Ru Substitution in Bafe2As2: Possible Realization of Superdiffusion in Real Materials
http://vivo.ufl.edu/individual/n5391289123,1040-0397,Electroanalysis,Low Nm Detection Limits At Porous 13Nm Thick Membrane-Coated Nanostructured Microdisk Electrodes
http://vivo.ufl.edu/individual/n2350152709,0892-6638,Faseb Journal,The Uremic Molecule P-Cresol Is Lowered After Supplementing the Diet of Chronic Kidney Disease Patients With Fiber
http://vivo.ufl.edu/individual/n5809189697,1029-8479,Journal of High Energy Physics,"Search for New Physics in Events With Same-Sign Dileptons and B Jets in Pp Collisions At Root S = 8 Tev (Vol 3, Pg 037, 2013)"
http://vivo.ufl.edu/individual/n2131117204,0168-8278,Journal of Hepatology,"Treatment With Sofosbuvir Plus Ribavirin for 12 Weeks Achieves Svr12 of 78\% in Gt2/3 Interferon-Ineligible, -Intolerant, Or -Unwilling Patients: Results of the Phase 3 Positron Trial"
http://vivo.ufl.edu/individual/n4179708096,0360-0025,Sex Roles,"Approaches To Research On Intersectionality: Perspectives On Gender, Lgbt, and Racial/Ethnic Identities"
http://vivo.ufl.edu/individual/n9468856885,0021-8723,Journal of American History,Commonsense Anticommunism: Labor and Civil Liberties Between the World Wars
http://vivo.ufl.edu/individual/n4126719889,1461-9571,European Journal of Archaeology,The Archaeology of Medieval Novgorod in Context: Studies in Centre/Periphery Relations
http://vivo.ufl.edu/individual/n7868738226,0022-0949,Journal of Experimental Biology,Tracking Bed Bugs (Cimex Lectularius): a Study of the Effect of Physiological and Extrinsic Factors On the Response To Bed Bug-Derived Volatiles
http://vivo.ufl.edu/individual/n9167874903,0925-5214,Postharvest Biology and Technology,Light Modulation of Volatile Organic Compounds From Petunia Flowers and Select Fruits
http://vivo.ufl.edu/individual/n3430805802,0021-9525,Journal of Cell Biology,Snon Facilitates Alk1-Smad1/5 Signaling During Embryonic Angiogenesis
http://vivo.ufl.edu/individual/n2515278561,1744-6872,Pharmacogenetics and Genomics,Impact of Tcf7L2 Single Nucleotide Polymorphisms On Hydrochlorothiazide-Induced Diabetes
http://vivo.ufl.edu/individual/n8094280143,0021-9258,Journal of Biological Chemistry,The Variable Domain of a Plant Calcium-Dependent Protein Kinase (Cdpk) Confers Subcellular Localization and Substrate Recognition for Nadph Oxidase
http://vivo.ufl.edu/individual/n4000989568,1367-2630,New Journal of Physics,Scale-Dependent Correction To the Dynamical Conductivity of a Disordered System At Unitary Symmetry
http://vivo.ufl.edu/individual/n7942245798,0885-8195,Journal of Cancer Education,Testing Messages To Encourage Discussion of Clinical Trials Among Cancer Survivors and Their Physicians: Examining Monitoring Style and Message Detail
http://vivo.ufl.edu/individual/n2313489957,1478-6354,Arthritis Research & Therapy,Implications in the Difference of Anti-Mi-2 and -P155/140 Autoantibody Prevalence in Two Dermatomyositis Cohorts From Mexico City and Guadalajara
http://vivo.ufl.edu/individual/n4176299852,0039-2499,Stroke,Stroke Genetics Network (Sign) Study Design and Rationale for a Genome-Wide Association Study of Ischemic Stroke Subtypes
http://vivo.ufl.edu/individual/n8151813251,0048-9697,Science of the Total Environment,Impact of Mixed Land-Use Practices On the Microbial Water Quality in a Subtropical Coastal Watershed
http://vivo.ufl.edu/individual/n5353068991,1478-7954,Population Health Metrics,Millennium Development Health Metrics: Where Do Africa's Children and Women of Childbearing Age Live?
http://vivo.ufl.edu/individual/n9667860415,0740-0020,Food Microbiology,"Fate of Escherichia Coli O157:H7, Listeria Monocytogenes, and Salmonella On Fresh-Cut Celery"
http://vivo.ufl.edu/individual/n8543170600,0015-4040,Florida Entomologist,Overview and Current Status of Non-Native Termites (Isoptera) in Florida
http://vivo.ufl.edu/individual/n1251737446,0009-7322,Circulation,"Variable and Decreased Clonogenic Activity of Autologous Bone Marrow in Cell Therapy Patients With Ischemic Heart Disease, and Cd34 as a Biomarker for Clinical Outcomes: Results From the Cardiovascular Cell Therapy Research Network (Cctrn)"
http://vivo.ufl.edu/individual/n5258951679,8756-971X,Journal of the American Mosquito Control Association,Droplet Sampling of An Oil-Based and Two Water-Based Antievaporant Ultra-Low Volume Insecticide Formulations Using Teflon (R)- and Magnesium Oxide-Coated Slides
http://vivo.ufl.edu/individual/n8774442020,1126-6708,Journal of High Energy Physics,Null Physical States in String Models
http://vivo.ufl.edu/individual/n6303186994,0002-9270,American Journal of Gastroenterology,Sofosbuvir Plus Ribavirin With Or Without Peginterferon Is Well-Tolerated and Associated With High Svr Rates: Integrated Results From 4 Phase 3 Trials in Hcv Genotype 1-6
http://vivo.ufl.edu/individual/n1022653594,1525-0016,Molecular Therapy,Differential Type I Interferon-Dependent Transgene Silencing of Helper-Dependent Adenoviral Vs. Adeno-Associated Viral Vectors in Vivo
http://vivo.ufl.edu/individual/n9120385385,0065-7727,Abstracts of Papers of the American Chemical Society,Acceleration of Ab Initio Quantum Chemistry Calculation On Gpus
http://vivo.ufl.edu/individual/n5733766994,0932-0113,Parasitology research,A New Species of Tritrichomonas (Sarcomastigophora: Trichomonida) From the Domestic Cat (Felis Catus)
http://vivo.ufl.edu/individual/n4558084908,0897-7151,Journal of Neurotrauma,"Effects of Acute Intrathecal Baclofen in An Animal Model of Tbi-Induced Spasticity, Cognitive, and Balance Disabilities"
http://vivo.ufl.edu/individual/n7097130380,1354-1013,Global Change Biology,Direct and Indirect Effects of Elevated Atmospheric Co2 On Net Ecosystem Production in a Chesapeake Bay Tidal Wetland
http://vivo.ufl.edu/individual/n923755336,0167-0115,Regulatory peptides,"The Effects of Para-Chloromercuribenzoic Acid and Different Oxidative and Sulfhydryl Agents On a Novel, Non-At(1), Non-At(2) Angiotensin Binding Site Identified as Neurolysin"
http://vivo.ufl.edu/individual/n9796757051,0022-0302,Journal of Dairy Science,Short Communication: Effect of Heat Stress During the Dry Period On Gene Expression in Mammary Tissue and Peripheral Blood Mononuclear Cells
http://vivo.ufl.edu/individual/n8582986417,0004-637X,Astrophysical Journal,Dust Reddened Quasars in First and Ukidss: Beyond the Tip of the Iceberg
http://vivo.ufl.edu/individual/n8780126281,0020-1669,Inorganic Chemistry,2-Pyrrolyloximes in High-Nuclearity Transition-Metal Cluster Chemistry: Fe-10 and Fe-12
http://vivo.ufl.edu/individual/n2956253165,0019-9567,Infection and Immunity,Dissection of the Role of Pili and Type 2 and 3 Secretion Systems in Adherence and Biofilm Formation of An Atypical Enteropathogenic Escherichia Coli Strain
http://vivo.ufl.edu/individual/n3846604862,2044-2041,Inland Waters,Effects of Ph and Specific Conductance Confound the Use of the Florida Lake Vegetation Index To Identify Anthropogenic Eutrophication
http://vivo.ufl.edu/individual/n6940800352,1537-744X,The Scientific World Journal,Multidisciplinary Management of Soft Tissue Sarcoma
http://vivo.ufl.edu/individual/n4905419312,1053-8569,Pharmacoepidemiology and Drug Safety,Cohort Profile of Privately Insured Working Adults Undergoing Total Hip Arthroplasty
http://vivo.ufl.edu/individual/n7344641362,1949-3053,IEEE Transactions On Smart Grid,Smart Grid Data Integrity Attacks
http://vivo.ufl.edu/individual/n863117930,0146-9428,Journal of Food Quality,"Chemical, Functional and Sensory Properties of Carob Juice"
http://vivo.ufl.edu/individual/n7489071986,0018-5345,Hortscience,`Longhua' Lonicera
http://vivo.ufl.edu/individual/n5617625747,0012-9658,Ecology,Predator Density and Timing of Arrival Affect Reef Fish Community Assembly
http://vivo.ufl.edu/individual/n4491392692,0009-9236,Clinical Pharmacology & Therapeutics,Expression Quantitative Trait Loci Analysis of Stable Warfarin Dose Identifies Novel Associations: Finding Signal Within the Noise
http://vivo.ufl.edu/individual/n3857712339,1084-0702,Journal of Bridge Engineering,Probability of Collapse Expression for Bridges Subject To Barge Collision
