uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n2763291216,0167-9236,Decision Support Systems,Rfid Mutual Authentication Protocols
http://vivo.ufl.edu/individual/n4386419196,0018-5345,Hortscience,Uptake and Distribution of Boron in Coconut and Paurotis Palms
http://vivo.ufl.edu/individual/n2606871582,0925-8574,Ecological Engineering,Influence of Hydropattern and Vegetation Type On Phosphorus Dynamics in Flow-Through Wetland Treatment Systems
http://vivo.ufl.edu/individual/n5666376688,0277-2116,The Journal of Pediatric Gastroenterology and Nutrition,Classic Disease Presenting At the Wrong Age: Rare Cause of Chronic Diarrhea in Children
http://vivo.ufl.edu/individual/n2955863318,0013-726X,Endoscopy,Minimally Invasive Treatment of Esophageal Perforation Using a Multidisciplinary Treatment Algorithm: a Case Series
http://vivo.ufl.edu/individual/n3619395707,1056-263X,Journal of Developmental and Physical Disabilities,Cognitive Behavioral Therapy in Adults With Obsessive-Compulsive Disorder and Borderline Intellectual Functioning: a Case Series of Three Patients
http://vivo.ufl.edu/individual/n7171246126,0026-2862,Microvascular research MVR,Support of a Free Radical Mechanism for Enhanced Antitumor Efficacy of the Microtubule Disruptor Oxi4503
http://vivo.ufl.edu/individual/n5512591272,0022-4790,Journal of Surgical Oncology,Esophageal Cancer-the Five Year Survivors
http://vivo.ufl.edu/individual/n2675256310,1382-6905,Journal of Combinatorial Optimization,Revised Grasp With Path-Relinking for the Linear Ordering Problem
http://vivo.ufl.edu/individual/n5430960585,0004-637X,Astrophysical Journal,On the Blazhko Effect in Rr Lyrae Stars
http://vivo.ufl.edu/individual/n8522270872,0304-4017,Veterinary Parasitology,"Diagnostic, Treatment, and Prevention Protocols for Canine Heartworm Infection in Animal Sheltering Agencies"
http://vivo.ufl.edu/individual/n3640428188,1053-8569,Pharmacoepidemiology and Drug Safety,Comparing Pulmonary-Related Outcomes for Newborn-Screened Versus Conventional-Diagnosed Infants With Cystic Fibrosis
http://vivo.ufl.edu/individual/n1624586367,1096-7192,Molecular genetics and metabolism,"Pompe Disease: Design, Methodology, and Early Findings From the Pompe Registry (Vol 103, Pg 1, 2011)"
http://vivo.ufl.edu/individual/n8005495561,0015-4040,Florida Entomologist,Surveys of Wild Bees (Hymenoptera: Apoidea: Anthophila) in Organic Farms of Alachua County in North-Central Florida
http://vivo.ufl.edu/individual/n8306561575,0378-1135,Veterinary Microbiology,Phylogenetic Analysis of Marine Mammal Herpesviruses
http://vivo.ufl.edu/individual/n2649140742,1043-3074,Head & Neck Surgery,Oral Maxillary Squamous Carcinoma: An Indication for Neck Dissection in the Clinically Negative Neck
http://vivo.ufl.edu/individual/n5581586612,0098-8472,Environmental and Experimental Botany,Longevity and Temperature Response of Pollen as Affected By Elevated Growth Temperature and Carbon Dioxide in Peanut and Grain Sorghum
http://vivo.ufl.edu/individual/n8072943031,0024-3795,Linear Algebra and Its Applications,The Eigenvalue Problem for Linear and Affine Iterated Function Systems
http://vivo.ufl.edu/individual/n2449017071,0067-0049,Astrophysical Journal Supplement Series,"The Hot-Jupiter Kepler-17B: Discovery, Obliquity From Stroboscopic Starspots, and Atmospheric Characterization"
http://vivo.ufl.edu/individual/n8764695738,1492-3831,International Review of Research in Open and Distance Learning,Applying the Community of Inquiry Framework To An Online Professional Practice Doctoral Program
http://vivo.ufl.edu/individual/n516830341,0043-1648,Wear,Polytetrafluoroethylene (Ptfe) Fiber Reinforced Polyetheretherketone (Peek) Composites
http://vivo.ufl.edu/individual/n9386825528,1530-4388,IEEE Transactions On Device and Materials Reliability,Electric-Field-Driven Degradation in Off-State Step-Stressed Algan/Gan High-Electron Mobility Transistors
http://vivo.ufl.edu/individual/n5215813322,0004-637X,Astrophysical Journal,The Unusual Rr Lyrae Population of Ngc 6101
http://vivo.ufl.edu/individual/n641232848,0002-7820,Journal of the American Ceramic Society,Microstructure and Connectivity Quantification of Complex Composite Solid Oxide Fuel Cell Electrode Three-Dimensional Networks
http://vivo.ufl.edu/individual/n5513534331,0001-8791,Journal of Vocational Behavior,Calling and Work-Related Outcomes: Career Commitment as a Mediator
http://vivo.ufl.edu/individual/n5730470756,0034-6748,Review of Scientific Instruments,Carbon Fiber Reinforced Polymer Dimensional Stability Investigations for Use On the Laser Interferometer Space Antenna Mission Telescope
http://vivo.ufl.edu/individual/n6128632142,0741-5214,Journal of Vascular Surgery,"Interim Analysis Results From the Restore-Cli, a Randomized, Double-Blind Multicenter Phase Ii Trial Comparing Expanded Autologous Bone Marrow-Derived Tissue Repair Cells and Placebo in Patients With Critical Limb Ischemia"
http://vivo.ufl.edu/individual/n2375596894,0002-7820,Journal of the American Ceramic Society,Rate Sensitive Indentation Response of a Coarse-Grained Magnesium Aluminate Spinel
http://vivo.ufl.edu/individual/n525701151,1353-8020,Parkinsonism & related disorders,Unilateral Deep Brain Stimulation Surgery in Parkinson'S Disease Improves Ipsilateral Symptoms Regardless of Laterality
http://vivo.ufl.edu/individual/n8105586551,1759-8478,Journal of Neurointerventional Surgery,A Prospective Randomized Single-Blind Trial of Patient Comfort Following Vessel Closure: Extravascular Synthetic Sealant Closure Provides Less Pain Than a Self-Tightening Suture Vascular Compression Device
http://vivo.ufl.edu/individual/n1524880453,1064-3389,Critical Reviews in Environmental Science and Technology,Microbial Ecology and Everglades Restoration
http://vivo.ufl.edu/individual/n1603232615,0065-7727,Abstracts of Papers of the American Chemical Society,Stereospecific Au-Catalyzed Cyclization Reactions of Unsaturated Alcohols
http://vivo.ufl.edu/individual/n9833731912,0163-3864,Journal of Natural Products,"Veraguamides A-G, Cyclic Hexadepsipeptides From a Dolastatin 16-Producing Cyanobacterium Symploca Cf. Hydnoides From Guam"
http://vivo.ufl.edu/individual/n2508615801,0268-0033,Clinical Biomechanics,Comparison of Static and Dynamic Knee Kinematics During Squatting
http://vivo.ufl.edu/individual/n6331373517,0964-6906,Human Molecular Genetics,Gene Therapy Using Self-Complementary Y733F Capsid Mutant Aav2/8 Restores Vision in a Model of Early Onset Leber Congenital Amaurosis
http://vivo.ufl.edu/individual/n2532065134,1023-6244,Marine and Freshwater Behaviour and Physiology,Salinity Effects On Arm Regeneration in Luidia Clathrata (Echinodermata: Asteroidea)
http://vivo.ufl.edu/individual/n411160030,1471-2105,BMC Bioinformatics,An Ilp Solution for the Gene Duplication Problem
http://vivo.ufl.edu/individual/n2929886356,0027-9684,Journal of the National Medical Association,Low-Income Children'S Reported Motivators of and Barriers To Healthy Eating Behaviors: a Focus Group Study
http://vivo.ufl.edu/individual/n5077167824,0169-2046,Landscape and Urban Planning,"Modeling Hurricane-Caused Urban Forest Debris in Houston, Texas"
http://vivo.ufl.edu/individual/n5903856294,0276-7333,Organometallics,"Imino-Amido Hf and Zr Complexes: Synthesis, Isomerization, and Olefin Polymerization"
http://vivo.ufl.edu/individual/n1550406231,0267-7261,Soil Dynamics and Earthquake Engineering,A New Method for Estimating Driven Pile Static Skin Friction With Instrumentation At the Top and Bottom of the Pile
http://vivo.ufl.edu/individual/n5687267444,0378-3774,Agricultural Water Management,Reclaimed Wastewater: Effects On Citrus Nutrition
http://vivo.ufl.edu/individual/n566041095,0033-3085,Psychology in the Schools,The Impact of Teacher Credentials On Adhd Stigma Perceptions
http://vivo.ufl.edu/individual/n1460789650,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,"Building Interdisciplinary Frameworks: the Importance of Institutions, Scale, and Politics"
http://vivo.ufl.edu/individual/n6881180320,0009-2665,Chemical Reviews,Synthesis of Heterocycles Mediated By Benzotriazole. 2. Bicyclic Systems
http://vivo.ufl.edu/individual/n9746400118,0012-9658,Ecology,"Predators, Prey, and Transient States in the Assembly of Spatially Structured Communities"
http://vivo.ufl.edu/individual/n5378076879,1387-1307,Journal of Clinical Monitoring and Computing,Using the Inflating Syringe as a Safety Valve To Limit Laryngeal Mask Airway Cuff Pressure
http://vivo.ufl.edu/individual/n8740758983,0016-7061,Geoderma,Calibration of a Combined Dielectric Probe for Soil Moisture and Porewater Salinity Measurement in Organic and Mineral Coastal Wetland Soils
http://vivo.ufl.edu/individual/n6202741348,1478-7954,Population Health Metrics,The Effects of Spatial Population Dataset Choice On Estimates of Population At Risk of Disease
http://vivo.ufl.edu/individual/n3602651499,1469-221X,EMBO Reports,Molecular Mechanism of Ena/Vasp-Mediated Actin-Filament Elongation
http://vivo.ufl.edu/individual/n350016,1758-9193,Alzheimer’s Research and Therapy,Right sizing funding for Alzheimer's Disease
http://vivo.ufl.edu/individual/n7190409105,0006-4971,Blood,Serum Ceruloplasmin Protein Expression and Activity Increases in Iron-Deficient Rats and Is Further Enhanced By Higher Dietary Copper Intake
http://vivo.ufl.edu/individual/n7654514936,0081-5438,Proceedings of the Steklov Institute of Mathematics,An Affinity for Affine Quantum Gravity
http://vivo.ufl.edu/individual/n3356243629,0145-6008,Alcoholism: Clinical and Experimental Research,Neurotransmitter and Neuromodulator Genes Associated With a History of Depressive Symptoms in Individuals With Alcohol Dependence
http://vivo.ufl.edu/individual/n9315940498,0022-2291,Journal of Low Temperature Physics,Dynamics of Hd Molecules Trapped in Cages of Zeolite
http://vivo.ufl.edu/individual/n3057925602,0022-1767,Journal of Immunology,Plasticity of Human Regulatory T Cells in Healthy Subjects and Patients With Type 1 Diabetes
http://vivo.ufl.edu/individual/n7963902265,8750-7587,Journal of Applied Physiology,Exercise Protects Against Doxorubicin-Induced Markers of Autophagy Signaling in Skeletal Muscle
http://vivo.ufl.edu/individual/n3717690619,0036-3529,Salmagundi-a Quarterly of the Humanities and Social Sciences,To the Ghost of An Old Girlfriend
http://vivo.ufl.edu/individual/n3709917122,0021-9991,Journal of Computational Physics,A Class of Discontinuous Petrov-Galerkin Methods. Part Iv: the Optimal Test Norm and Time-Harmonic Wave Propagation in 1D
http://vivo.ufl.edu/individual/n1888657878,1023-8883,Tribology Letters,Evolution of Wear Characteristics and Frictional Behavior in Mems Devices
http://vivo.ufl.edu/individual/n5390817828,0002-9270,American Journal of Gastroenterology,"A Randomized Study Comparing Levofloxacin, Omeprazole, Nitazoxanide, and Doxycycline Versus Triple Therapy for the Eradication of Helicobacter Pylori"
http://vivo.ufl.edu/individual/n2805307979,1559-6109,Journal of the American Association for Laboratory Animal Science,Histologic and Molecular Characteristics of Inflammation in a Mouse Model of Intrauterine Ureaplasma Parvum Infection
http://vivo.ufl.edu/individual/n9133352766,1932-6203,PLoS One,Gut Microbiome Metagenomics Analysis Suggests a Functional Model for the Development of Autoimmunity for Type 1 Diabetes
http://vivo.ufl.edu/individual/n1665486730,1083-8791,Biology of Blood and Marrow Transplantation,Pregnancy After Hematopoietic Cell Transplantation: a Report From the Late Effects Working Committee of the Center for International Blood and Marrow Transplant Research (Cibmtr)
http://vivo.ufl.edu/individual/n1741080182,0001-8708,Advances in Mathematics,Monotonicity Theorems for Laplace Beltrami Operator On Riemannian Manifolds
http://vivo.ufl.edu/individual/n6563392753,1389-1286,Computer Networks,Tcp Slow Start With Fair Share of Bandwidth
http://vivo.ufl.edu/individual/n2011138538,0028-4793,New England Journal of Medicine,Erlotinib Or Gefitinib for Non-Small-Cell Lung Cancer
http://vivo.ufl.edu/individual/n1039091606,0894-1130,Journal of Hand Therapy,"Validity, Reliability, and Responsiveness of a Digital Version of the Visual Analog Scale"
http://vivo.ufl.edu/individual/n1698346399,0277-5212,Wetlands,Hydrological Importance and Water Quality Treatment Potential of a Small Freshwater Wetland in the Humid Tropics of Costa Rica
http://vivo.ufl.edu/individual/n7481058023,8755-1039,Diagnostic Cytopathology,The Use of Fine-Needle Aspiration Biopsy Samples for the Assessment of Basal Phenotype in Triple Negative Breast Cancer Patients: a Correlative Study
http://vivo.ufl.edu/individual/n7345454426,1187-7863,Journal of Agricultural and Environmental Ethics,"Ethics, Narrative, and Agriculture: Transforming Agricultural Practice Through Ecological Imagination"
http://vivo.ufl.edu/individual/n9813473274,8755-6863,Pediatric pulmonology,"Body Satisfaction, Nutritional Adherence, and Quality of Life in Youth With Cystic Fibrosis"
http://vivo.ufl.edu/individual/n3788132615,0022-1317,Journal of General Virology,Intraventricular Injection of Myxoma Virus Results in Transient Expression of Viral Protein in Mouse Brain Ependymal and Subventricular Cells
http://vivo.ufl.edu/individual/n2379266100,0177-7726,Pferdeheilkunde,The Phagocytic Function of Blood-Derived Polymorphonuclear Neutrophils After Administration of Dexamethasone for the Modulation of Post-Breeding Endometritis in the Mare
http://vivo.ufl.edu/individual/n3357239108,0039-2499,Stroke,Serum Sdf1-a Levels Significantly Increase Following Stroke and Are Associated With Increased Hematopoetic Stem Cell Mobilization
http://vivo.ufl.edu/individual/n209700883,1936-6442,Peer-To-Peer Networking and Applications,Pson: a Scalable P2P File Sharing System With Efficient Complex Query Support
http://vivo.ufl.edu/individual/n8248992493,1098-3015,Value in Health,Use of Time-To-Event Analyses To Define Episodes of Care in Sickle Cell Disease
http://vivo.ufl.edu/individual/n5888962235,0883-6612,Annals of Behavioral Medicine,Using the Revised Stanford Brief Activity Survey (Sbas-R) To Assess Changes in Leisure-Time Activity Among Obese Women
http://vivo.ufl.edu/individual/n8541605637,0306-4522,Neuroscience,Corticosterone Induced Morphological Changes of Hippocampal and Amygdaloid Cell Lines Are Dependent On 5-Ht(7) Receptor Related Signal Pathway
http://vivo.ufl.edu/individual/n101532626,1549-3296,Journal of Biomedical Materials Research Part A ,Wear Behavior and in Vitro Cytotoxicity of Wear Debris Generated From Hydroxyapatite-Carbon Nanotube Composite Coating
http://vivo.ufl.edu/individual/n8050445250,0820-3946,Canadian Medical Association Journal,Preferences for End-Of-Life Care for Children With Cancer
http://vivo.ufl.edu/individual/n7174136873,1613-4125,Molecular Nutrition and Food Research,Pharmacokinetics of Alpha-Mangostin in Rats After Intravenous and Oral Application
http://vivo.ufl.edu/individual/n3291037077,0030-4018,Optics Communications,Analysis of Light Out-Coupling From Microlens Array
http://vivo.ufl.edu/individual/n1952189405,0048-0169,New Zealand Veterinary Journal,"Stabilisation of Metacarpal Or Metatarsal Fractures in Three Dogs, Using Circular External Skeletal Fixation"
http://vivo.ufl.edu/individual/n3839432284,0957-0233,Measurement Science and Technology,Sensitivity Analysis of Periodic Errors in Heterodyne Interferometry
http://vivo.ufl.edu/individual/n7668452515,0143-0343,School Psychology International,Temperament Styles of Indian and Usa Children
http://vivo.ufl.edu/individual/n2623844597,0021-8855,Journal of Applied Behavior Analysis,Response Latency as An Index of Response Strength During Functional Analyses of Problem Behavior
http://vivo.ufl.edu/individual/n4933390583,1079-5006,"The journals of gerontology. Series A, Biological sciences and medical sciences",Muscle Strength and Bmi as Predictors of Major Mobility Disability in the Lifestyle Interventions and Independence for Elders Pilot (Life-P)
http://vivo.ufl.edu/individual/n8539238713,1053-8712,Journal of Child Sexual Abuse,Neisseria-Avoiding the Jump To Conclusions
http://vivo.ufl.edu/individual/n4377596853,0015-4040,Florida Entomologist,Leaf Gas Exchange and Growth Responses of Green Buttonwood and Swingle Citrumelo To Diaprepes Abbreviatus (Coleoptera: Curculionidae) Larval Feeding and Flooding
http://vivo.ufl.edu/individual/n4744479961,0361-1981,Transportation Research Record,Modeling Driver Behavior At Freeway-Ramp Merges
http://vivo.ufl.edu/individual/n5279877067,1051-0761,Ecological Applications,Temporal Variability of Forest Fires in Eastern Amazonia
http://vivo.ufl.edu/individual/n8403584212,0739-7240,Domestic Animal Endocrinology,"Trans-10, Cis-12 Conjugated Linoleic Acid and the Ppar-Gamma Agonist Rosiglitazone Attenuate Lipopolysaccharide-Induced Tnf-Alpha Production By Bovine Immune Cells"
http://vivo.ufl.edu/individual/n8334299125,0270-1367,Research quarterly for exercise and sport,Does Event Quality Enhance Team Identification?
http://vivo.ufl.edu/individual/n1839219698,0739-7240,Domestic Animal Endocrinology,Effect of Growth Hormone Administration To Mature Miniature Brahman Cattle Treated With Or Without Insulin On Circulating Concentrations of Insulin-Like Growth Factor-I and Other Metabolic Hormones and Metabolites
http://vivo.ufl.edu/individual/n5787291392,0036-1399,Siam Journal On Applied Mathematics,A Stochastic Compartmental Model for Fast Axonal Transport
http://vivo.ufl.edu/individual/n7363192202,0741-5214,Journal of Vascular Surgery,Disparity in Availability of Vascular Specialists in Florida and Its Effect On Differential Rates of Major Lower Extremity Amputation
http://vivo.ufl.edu/individual/n1541382275,0747-9182,Minerals and Metallurgical Processing,Electrokinetic Dewatering of Phosphatic Clay Settling Areas: Numerical Simulation and Economic Assessment
http://vivo.ufl.edu/individual/n8171531261,1058-4838,Clinical Infectious Diseases,Transmission of Cryptococcus Neoformans By Organ Transplantation
http://vivo.ufl.edu/individual/n2109863188,0094-2405,Medical Physics,Accounting for the Tongue-And-Groove Effect Using a Robust Direct Aperture Optimization Approach
http://vivo.ufl.edu/individual/n1321742078,1351-8216,Haemophilia,Predicting Venous Thromboembolism in Trauma Patients Using East Criteria
http://vivo.ufl.edu/individual/n7470252727,0175-8659,Journal of Applied Ichthyology,Molecular Kin Estimation From Eggs in the Threatened Gulf Sturgeon
http://vivo.ufl.edu/individual/n9890828921,0031-9023,Physical therapy,Psychologically Informed Interventions for Low Back Pain: An Update for Physical Therapists
http://vivo.ufl.edu/individual/n5727180438,0889-5899,Ostomy Wound Management,Clostridium Difficile Containment Properties of a Fecal Management System: An in Vitro Investigation
http://vivo.ufl.edu/individual/n5490861395,0300-2896,Archivos De Bronconeumologia,Treatment of Airway Complications Following Lung Transplantation
http://vivo.ufl.edu/individual/n3491814645,0002-7863,Journal of the American Chemical Society,Mn(7) Species With An S=(29)/2 Ground State: High-Frequency Epr Studies of a Species At the Classical/Quantum Spin Interface
http://vivo.ufl.edu/individual/n654287184,0306-624X,International Journal of Offender Therapy and Comparative Criminology,Exploring Sex Disparity in Sentencing Outcomes: a Focus On Narcotics Offenders in South Korea
http://vivo.ufl.edu/individual/n871373426,0013-936X,Environmental Science and Technology,Can a Stepwise Steady Flow Computational Fluid Dynamics Model Reproduce Unsteady Particulate Matter Separation for Common Unit Operations?
http://vivo.ufl.edu/individual/n8718198059,0022-3751,The journal of physiology,Twelve Weeks of Treadmill Exercise Does Not Alter Age-Dependent Chronic Kidney Disease in the Fisher 344 Male Rat
http://vivo.ufl.edu/individual/n9714411620,0026-4423,Mind,"Being Reduced: New Essays On Reduction, Explanation, and Causation"
http://vivo.ufl.edu/individual/n353352775,0004-282X,Arquivos De Neuro-Psiquiatria,Spinocerebellar Ataxia Type 10 Disproportionate Cerebellar Symptoms Among At-Risk Subjects Induced By Small Amounts of Alcohol
http://vivo.ufl.edu/individual/n1276286728,0031-4005,Pediatrics,Distribution of and Mortality From Serious Congenital Heart Disease in Very Low Birth Weight Infants
http://vivo.ufl.edu/individual/n2689338220,1550-0004,Vaughan & Asbury's General Ophthalmology,Larval Environmental Temperature and Insecticide Exposure Alter Aedes Aegypti Competence for Arboviruses
http://vivo.ufl.edu/individual/n5054417198,0022-0388,Journal of Development Studies,The Promises of a New Social Capital Agenda
http://vivo.ufl.edu/individual/n9414481320,0018-5345,Hortscience,The Role of Temperature in the Late-Season Decline in Soluble Solids Content of Strawberry Fruit in a Subtropical Production System
http://vivo.ufl.edu/individual/n9088905522,1092-6429,Journal of Laparoendoscopic and Advanced Surgical Techniques,Endoscopic Management of Intraoperative Small Bowel Laceration During Natural Orifice Translumenal Endoscopic Surgery: a Blinded Porcine Study
http://vivo.ufl.edu/individual/n26728429,0002-8762,American Historical Review,The Myth of the Addicted Army: Vietnam and the Modern War On Drugs.
http://vivo.ufl.edu/individual/n7734458255,0733-8627,Emergency Medicine Clinics of North America,Afebrile Pediatric Seizures
http://vivo.ufl.edu/individual/n7525833719,1063-6692,Ieee-Acm Transactions On Networking,On the Price of Security in Large-Scale Wireless Ad Hoc Networks
http://vivo.ufl.edu/individual/n987322067,0012-1797,Diabetes,It's Time To Consider Changing the Rules the Rationale for Rethinking Control Groups in Clinical Trials Aimed At Reversing Type 1 Diabetes
http://vivo.ufl.edu/individual/n1492574012,0022-5347,Journal of Urology,Urological Disorders in Chronic Kidney Disease in Children Cohort: Clinical Characteristics and Estimation of Glomerular Filtration Rate
http://vivo.ufl.edu/individual/n1334605121,1058-8183,Veterinary Radiology & Ultrasound,Sonographic Characteristics of Intraabdominal Abscessation and Lymphadenopathy Attributable To Rhodococcus Equi Infections in Foals
http://vivo.ufl.edu/individual/n5253645408,0895-5638,Journal of Real Estate Finance and Economics,"Why Do Reits Go Private? Differences in Target Characteristics, Acquirer Motivations, and Wealth Effects in Public and Private Acquisitions"
http://vivo.ufl.edu/individual/n9571025332,1536-1225,IEEE Antennas and Wireless Propagation Letters,A Compact Omnidirectional Self-Packaged Patch Antenna With Complementary Split-Ring Resonator Loading for Wireless Endoscope Applications
http://vivo.ufl.edu/individual/n8898803113,0012-1797,Diabetes,Hyperuricemia as a Mediator of the Proinflammatory Endocrine Imbalance in the Adipose Tissue in a Murine Model of the Metabolic Syndrome
http://vivo.ufl.edu/individual/n4867685281,0955-7571,Cambridge Review of International Affairs,Why Has the United States Not Bombed Iran? the Domestic Politics of America's Response To Iran's Nuclear Programme
http://vivo.ufl.edu/individual/n7668090392,0091-7613,Geology (Boudler),Fracturing of the Panamanian Isthmus During Initial Collision With South America
http://vivo.ufl.edu/individual/n6791176577,0031-949X,Phytopathology,"Emergence of a Plant Pathogen Via Hybridization of the Irish Famine Pathogen, Phytophthora Infestans, and An Unknown Related Species"
http://vivo.ufl.edu/individual/n98615632,0013-1245,Education and Urban Society,"Selected Demographics, Attitudes, and Beliefs About Diversity of Preservice Teachers"
http://vivo.ufl.edu/individual/n5554146772,0040-5752,Theoretical and Applied Genetics,Dissecting Quantitative Resistance Against Blast Disease Using Heterogeneous Inbred Family Lines in Rice
http://vivo.ufl.edu/individual/n6729224138,0165-5728,Journal of Neuroimmunology,The Kinase Inhibitory Region of Socs-1 Is Sufficient To Inhibit T-Helper 17 and Other Immune Functions in Experimental Allergic Encephalomyelitis
http://vivo.ufl.edu/individual/n8781483443,0275-6382,Veterinary Clinical Pathology,"One-Stage Prothrombin Time, Activated Partial Thromboplastin Time, Thrombin Time, Fibrin Degradation Product Concentration, and Antithrombin Activity in Healthy Adult Alpacas"
http://vivo.ufl.edu/individual/n1305557146,0099-1112,Photogrammetric Engineering and Remote Sensing,Multi-Criteria Approach for Wind Farm Site Selection in New Hampshire
http://vivo.ufl.edu/individual/n5004863876,0024-3590,Limnology and Oceanography,Tidal Variability of Salinity and Velocity Fields Related To Intense Point-Source Submarine Groundwater Discharges Into the Coastal Ocean
http://vivo.ufl.edu/individual/n7867390787,1175-5326,Zootaxa,Verified Non-Indigenous Amphibians and Reptiles in Florida From 1863 Through 2010: Outlining the Invasion Process and Identifying Invasion Pathways and Stages
http://vivo.ufl.edu/individual/n7867390787,1175-5326,Zootaxa,Verified Non-Indigenous Amphibians and Reptiles in Florida From 1863 Through 2010: Outlining the Invasion Process and Identifying Invasion Pathways and Stages
http://vivo.ufl.edu/individual/n2995729361,0378-1097,FEMS Microbiology Letters,Mutation of Pfm Affects the Adherence of Pseudomonas Aeruginosa To Host Cells and the Quorum Sensing System
http://vivo.ufl.edu/individual/n5593835036,0022-2011,Journal of Invertebrate Pathology,"Kneallhazia Carolinensae Sp Nov., a Microsporidian Pathogen of the Thief Ant, Solenopsis Carolinensis"
http://vivo.ufl.edu/individual/n919720962,0887-3585,Proteins-Structure Function and Bioinformatics,"Insights Into Mycoplasma Genitalium Metabolism Revealed By the Structure of Mg289, An Extracytoplasmic Thiamine Binding Lipoprotein"
http://vivo.ufl.edu/individual/n2785215489,1071-1023,Journal of Vacuum Science and Technology B,Large-Area Suspended Graphene On Gan Nanopillars
http://vivo.ufl.edu/individual/n6499757859,0960-8788,British Journal for the History of Philosophy,Descartes's Theory of Substance: Why He Was Not a Trialist
http://vivo.ufl.edu/individual/n791060813,0021-9258,Journal of Biological Chemistry,Amyloid-Beta 42 Interacts Mainly With Insoluble Prion Protein in the Alzheimer Brain
http://vivo.ufl.edu/individual/n3196113844,1072-7515,Journal of the American College of Surgeons,"Insurance Status, Not Race, Is a Determinant of Outcomes From Vehicular Injury"
http://vivo.ufl.edu/individual/n5357469857,1932-6203,PLoS One,Salivary Pyy: a Putative Bypass To Satiety
http://vivo.ufl.edu/individual/n8564469340,0160-7715,Journal of behavioral medicine,Brief Integrative Multiple Behavior Intervention Effects and Mediators for Adolescents
http://vivo.ufl.edu/individual/n8464041171,0730-7268,Environmental Toxicology and Chemistry,Biodegradation of Triclosan in Biosolids-Amended Soils
http://vivo.ufl.edu/individual/n4372479655,0271-2091,International Journal for Numerical Methods in Fluids,A Direct Numerical Simulation of Axisymmetric Liquid-Gas Two-Phase Laminar Flows in a Pipe
http://vivo.ufl.edu/individual/n4372479655,0271-2091,International Journal for Numerical Methods in Fluids,A Direct Numerical Simulation of Axisymmetric Liquid-Gas Two-Phase Laminar Flows in a Pipe
http://vivo.ufl.edu/individual/n1621000454,1353-8020,Parkinsonism & related disorders,Measurement of Patient-Centered Outcomes in Parkinson's Disease: What Do Patients Really Want From Their Treatment?
http://vivo.ufl.edu/individual/n5428243673,0889-2229,Aids Research and Human Retroviruses,Molecular Epidemiology of Hiv Type 1 Crf02\_Ag in Cameroon and African Patients Living in Italy
http://vivo.ufl.edu/individual/n3217054401,1526-2375,Pain Medicine,Use of Machine Learning Theory To Predict the Need for Femoral Nerve Block Following Acl Repair
http://vivo.ufl.edu/individual/n5884558364,0024-4066,Biological Journal of the Linnean Society,Morphological and Molecular Evidence Indicates That the Gulf Coast Box Turtle (Terrapene Carolina Major) Is Not a Distinct Evolutionary Lineage in the Florida Panhandle
http://vivo.ufl.edu/individual/n6172711143,2041-6520,Chemical Science,Engineering Dna Aptamers for Novel Analytical and Biomedical Applications
http://vivo.ufl.edu/individual/n34513778,0959-9428,Journal of Materials Chemistry,Nucleic Acid-Functionalized Nanomaterials for Bioimaging Applications
http://vivo.ufl.edu/individual/n9310132521,0148-2963,Journal of Business Research,Editorial Marketing Communications and Consumer Behavior Introduction To the Special Issue From the 2009 La Londe Conference
http://vivo.ufl.edu/individual/n603047702,1079-5006,"The journals of gerontology. Series A, Biological sciences and medical sciences",Expression of Key Regulators of Mitochondrial Biogenesis in Growth Hormone Receptor Knockout (Ghrko) Mice Is Enhanced But Is Not Further Improved By Other Potential Life-Extending Interventions
http://vivo.ufl.edu/individual/n2097682730,0305-1048,Nucleic acids research,Tomato Functional Genomics Database: a Comprehensive Resource and Analysis Package for Tomato Functional Genomics
http://vivo.ufl.edu/individual/n4305802391,0015-6639,Food Technology,Carbon Footprint and Alternative Food Packaging
http://vivo.ufl.edu/individual/n8294837363,1519-6984,Brazilian Journal of Biology,"The Reproductive Biology of the Rainbow Runner, Elagatis Bipinnulata (Quoy and Gaimard, 1825) Caught in the Sao Pedro and Sao Paulo Archipelago."
http://vivo.ufl.edu/individual/n9491156640,1369-8478,Transportation Research Part F-Traffic Psychology and Behaviour,Personality as a Predictor of Driving Performance: An Exploratory Study
http://vivo.ufl.edu/individual/n1853042038,0013-0001,Economic Botany,"Useful Species Richness, Proportion of Exotic Species, and Market Orientation On Amazonian Dark Earths and Oxisols"
http://vivo.ufl.edu/individual/n3174505254,0047-2352,Journal of Criminal Justice,Is Stalking a Learned Phenomenon? An Empirical Test of Social Learning Theory
http://vivo.ufl.edu/individual/n3098675760,1098-0121,Physical Review B,Evolution of Symmetry and Structure of the Gap in Iron-Based Superconductors With Doping and Interactions
http://vivo.ufl.edu/individual/n9573615940,0004-6361,Astronomy and Astrophysics,Deuteration as An Evolutionary Tracer in Massive-Star Formation
http://vivo.ufl.edu/individual/n2478201725,1531-1309,IEEE Microwave and Wireless Components Letters,150 Ghz Complementary Anti-Parallel Diode Frequency Tripler in 130 Nm Cmos
