uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n9388936146,0304-4017,Veterinary Parasitology,Association of Wolbachia With Heartworm Disease in Cats and Dogs
http://vivo.ufl.edu/individual/n9621873681,0748-7711,Journal of Rehabilitation Research and Development,A Culturally Sensitive Transition Assistance Program for Stroke Caregivers Examining Caregiver Mental Health and Stroke Rehabilitation
http://vivo.ufl.edu/individual/n1844855437,0963-0643,Current Opinion in Urology,Incontinent Or Continent Urinary Diversion: How To Make the Right Choice
http://vivo.ufl.edu/individual/n1736557440,0269-7653,Evolutionary Ecology,Dynamic Effects of Oviposition Site On Offspring Sexually-Selected Traits and Scaling Relationships
http://vivo.ufl.edu/individual/n886370753,1477-0520,Organic & Biomolecular Chemistry,DBU-Catalyzed transprotection of N-Fmoc-cysteine di- and tripeptides into S-Fm-cysteine di- and tripeptides.
http://vivo.ufl.edu/individual/n1833973071,0748-7711,Journal of Rehabilitation Research and Development,"Prevalence, Predictors, and Outcomes of Poststroke Falls in Acute Hospital Setting"
http://vivo.ufl.edu/individual/n6342802926,1054-8408,Journal of Travel and Tourism Marketing,Engaging Timeshare Owners in Tourism Destination Management: Tourism Planning and Tourism Marketing Implications
http://vivo.ufl.edu/individual/n8514170587,1618-4742,European Sport Management Quarterly,Comparison of Volunteer Motivations in Different Youth Sport Organizations
http://vivo.ufl.edu/individual/n3540909873,0002-8614,Journal of the American Geriatrics Society,"Interleukin-6, C-Reactive Protein, Tumor Necrosis Factor-Alpha as Predictors of Mortality in Frail, Community-Living Elderly Individuals."
http://vivo.ufl.edu/individual/n2484394714,1464-6722,Molecular Plant Pathology,The Pathogenicity Determinant of Citrus Tristeza Virus Causing the Seedling Yellows Syndrome Maps At the 3'-Terminal Region of the Viral Genome
http://vivo.ufl.edu/individual/n9467320129,0921-8009,Ecological Economics,The Effect of Africanized Honey Bees On Honey Production in the United States: An Informational Approach
http://vivo.ufl.edu/individual/n476192984,0093-691X,Theriogenology,Heat shock protein 70 gene expression in equine blastocysts after exposure of oocytes to high temperatures in vitro or in vivo after exercise of donor mares.
http://vivo.ufl.edu/individual/n5048506387,0045-8511,Copeia,"Osteology and Systematics of Parastromateus Niger (Perciformes: Carangidae), With Comments On the Carangid Dorsal Gill-Arch Skeleton"
http://vivo.ufl.edu/individual/n344621569,1055-7903,Molecular phylogenetics and evolution,Molecular Phylogenetics of the Neotropical Butterfly Subtribe Oleriina (Nymphalidae: Danainae: Ithomiini)
http://vivo.ufl.edu/individual/n216058031,0191-2917,Plant Disease,Effects of Surface Wetness Periods On Development of Soybean Rust Under Field Conditions
http://vivo.ufl.edu/individual/n9697459270,0194-911X,Hypertension,Angiotensin II Type 2 Receptor Mediates Bradykinin Release Via Prolylcarboxypeptidase-Dependent Pathway in Endothelial Cells
http://vivo.ufl.edu/individual/n2112451747,0022-0957,Journal of Experimental Botany,Phenotypic plasticity in cell walls of maize brown midrib mutants is limited by lignin composition.
http://vivo.ufl.edu/individual/n557561536,1098-3600,Genetics in Medicine,Clinical and genetic aspects of Angelman syndrome.
http://vivo.ufl.edu/individual/n821525025,1047-9651,Physical medicine and rehabilitation clinics of North America,Sacroiliac joint and lumbar zygapophysial joint corticosteroid injections.
http://vivo.ufl.edu/individual/n3866047656,0022-0493,Journal of Economic Entomology,Assessing Permethrin Resistance in the Stable Fly (Diptera: Muscidae) in Florida By Using Laboratory Selections and Field Evaluations
http://vivo.ufl.edu/individual/n339321088,1079-5006,"The journals of gerontology. Series A, Biological sciences and medical sciences",Myeloperoxidase levels and mortality in frail community-living elderly individuals.
http://vivo.ufl.edu/individual/n9444974424,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Proton Treatment of Peripheral Lymph Nodes in Breast Cancer
http://vivo.ufl.edu/individual/n4043944858,1077-8004,Qualitative Inquiry,"Validity, Responsibility, and Aporia"
http://vivo.ufl.edu/individual/n5347265639,1550-7998,Physical Review D,Completely Regular Quantum Stress Tensor With W < -1
http://vivo.ufl.edu/individual/n4149220548,0038-4348,Southern Medical Journal,Myocarditis Masquerading as a St Elevation Myocardial Infarction (Stemi)
http://vivo.ufl.edu/individual/n8037812034,1022-1352,Macromolecular Chemistry and Physics,Nanoparticles By Romp in Nonaqueous Emulsions
http://vivo.ufl.edu/individual/n1827658242,0031-9384,Physiology and Behavior,Wheel Running Eliminates High-Fat Preference and Enhances Leptin Signaling in the Ventral Tegmental Area
http://vivo.ufl.edu/individual/n7096400549,1388-9842,European Journal of Heart Failure,"Haemodialysis, Not Ultrafiltration, Can Correct Hyponatraemia in Heart Failure"
http://vivo.ufl.edu/individual/n3109460628,0018-2168,Hahr-Hispanic American Historical Review,"Nature and Empire: Araucania, Patagonia, Pampas (1598-1740)"
http://vivo.ufl.edu/individual/n8379337302,0015-4040,Florida Entomologist,Seasonal Group Behavior of Adult Jadera Haematoloma (Hemiptera: Rhopalidae) in Central Florida Following Host Seed Exhaustion
http://vivo.ufl.edu/individual/n1653841217,0932-0814,Veterinary and Comparative Orthopaedics and Traumatology,Torsion of the urinary bladder after pelvic trauma and surgical fixation.
http://vivo.ufl.edu/individual/n8266897935,1071-1023,Journal of Vacuum Science and Technology B,Neutron Transmutation Doping Effects in Gan
http://vivo.ufl.edu/individual/n9439462166,0016-9013,The gerontologist,Frailty as a Preclinical Stage of the Disablement Process in Later Life
http://vivo.ufl.edu/individual/n8110019405,0067-0049,Astrophysical Journal Supplement Series,Theory of Dispersed Fixed-Delay Interferometry for Radial Velocity Exoplanet Searches
http://vivo.ufl.edu/individual/n8641927622,0303-6979,Journal of Clinical Periodontology,Masticatory Dysfunction Is Associated With Worse Functional Ability: a Population-Based Study
http://vivo.ufl.edu/individual/n6195504866,0022-300X,Journal of Nematology,First Report of Pinworms From Termite Hindguts From Central America
http://vivo.ufl.edu/individual/n565067713,0031-949X,Phytopathology,Molecular Characterization of Colletotrichum Populations Causing Crown Rot of Strawberry in Australia
http://vivo.ufl.edu/individual/n6955804865,0161-5505,The Journal of nuclear medicine JNM,Fine-Resolution Voxel S Values for Constructing Absorbed Dose Distributions At Variable Voxel Size
http://vivo.ufl.edu/individual/n4419660779,0003-2999,Anesthesia and Analgesia,Fractured Small Gauge Needle During Attempted Combined Spinal-Epidural Anesthesia for Cesarean Delivery
http://vivo.ufl.edu/individual/n3863736647,1071-1023,Journal of Vacuum Science and Technology B,Oxygen Gas Sensing At Low Temperature Using Indium Zinc Oxide-Gated Algan/Gan High Electron Mobility Transistors
http://vivo.ufl.edu/individual/n2276167231,0013-1644,Educational and Psychological Measurement,Attempted Validation of the Scores of the Vark: Learning Styles Inventory With Multitrait-Multimethod Confirmatory Factor Analysis Models
http://vivo.ufl.edu/individual/n5875097504,1522-8517,Neuro-Oncology,Oncolytic Virus Combined With Rapamycin Targeting Brain Tumor-Initiating Cells
http://vivo.ufl.edu/individual/n3953623759,1098-3015,Value in Health,Head-To-Head Comparisons of Quality of Life Instruments for Young Adult Survivors of Childhood and Adolescent Cancer
http://vivo.ufl.edu/individual/n2702064883,1526-484X,International Journal of Sport Nutrition and Exercise Metabolism,Experimental Guidelines for Studies Designed To Investigate the Impact of Antioxidant Supplementation On Exercise Performance
http://vivo.ufl.edu/individual/n2923138246,0965-3562,Disaster Prevention and Management,Challenges of Sustainable Recovery Processes in Tsunami Affected Communities
http://vivo.ufl.edu/individual/n3121394451,1600-6135,American Journal of Transplantation,Real-Time Forecasting of Patient and Graft Events in Patients With Renal Transplantation Using a Web Based Tool.
http://vivo.ufl.edu/individual/n1773155763,0012-1630,Developmental Psychobiology,Putting pubertal timing in developmental context: implications for prevention.
http://vivo.ufl.edu/individual/n3756755771,1774-024X,Eurointervention,Diabetes Mellitus: the Scary Killer Haunting Silently
http://vivo.ufl.edu/individual/n9193368465,0197-9183,International Migration Review,Crime Victimization in Latin America and Intentions To Migrate To the United States
http://vivo.ufl.edu/individual/n5844205781,1539-9087,Acm Transactions On Embedded Computing Systems,Optimizing Rapidio Architectures for Onboard Processing
http://vivo.ufl.edu/individual/n7012310335,0038-4038,Southern Economic Journal,Optimal Tax Theory: the Journey From the Negative Income Tax To the Earned Income Tax Credit
http://vivo.ufl.edu/individual/n4304465067,0567-7718,Acta Mechanica Sinica,Interaction Forces Between Soft Magnetic Particles in Uniform and Non-Uniform Magnetic Fields
http://vivo.ufl.edu/individual/n1870939151,0958-3157,Biocontrol Science and Technology,"Diapause Termination of Gratiana Boliviana (Coleoptera: Chrysomelidae) Using a Juvenile Hormone Analog, and Implications for Biological Control of Tropical Soda Apple (Solanum Viarum, Solanaceae)"
http://vivo.ufl.edu/individual/n1670946252,1471-2164,BMC Genomics,Homeolog loss and expression changes in natural populations of the recently and repeatedly formed allotetraploid Tragopogon mirus (Asteraceae).
http://vivo.ufl.edu/individual/n8972149208,0022-4278,Journal of Research in Crime and Delinquency,"""Does It Take a Village?"" Assessing Neighborhood Influences On Children's Self-Control"
http://vivo.ufl.edu/individual/n7663750845,0273-9615,Childrens Health Care,Development of the Diabetes Family Adherence Measure (D-Fam)
http://vivo.ufl.edu/individual/n3331176094,0045-5067,Canadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere,Water Availability and Genetic Effects On Wood Properties of Loblolly Pine (Pinus Taeda)
http://vivo.ufl.edu/individual/n3266702886,0031-949X,Phytopathology,"Pamdb, a Multilocus Sequence Typing and Analysis Database and Website for Plant-Associated Microbes"
http://vivo.ufl.edu/individual/n8428997816,0360-4012,Journal of Neuroscience Research,Reduction of Dicer Impairs Schwann Cell Differentiation and Myelination
http://vivo.ufl.edu/individual/n3943207132,1396-5883,European Journal of Dental Education,Integration of Medicine and Basic Science in Dentistry: the Role of Oral and Maxillofacial Surgery in the Pre-Doctoral Dental Curriculum
http://vivo.ufl.edu/individual/n1292754772,1474-4422,The lancet neurology,Time for Comprehensive Care Networks for Parkinson's Disease
http://vivo.ufl.edu/individual/n1791942782,0889-048X,Agriculture and Human Values,Naturally Confused: Consumers' Perceptions of All-Natural and Organic Pork Products
http://vivo.ufl.edu/individual/n1385598944,0307-6946,Ecological Entomology,Senescent Leaf Exudate Increases Mosquito Survival and Microbial Activity
http://vivo.ufl.edu/individual/n9566808574,1932-5223,Journal of Experimental Zoology - Part A: Ecological Genetics and Physiology,Physiology of Hibernation Under the Ice By Turtles and Frogs
http://vivo.ufl.edu/individual/n666182826,0031-9023,Physical therapy,Improved fall-related efficacy in older adults related to changes in dynamic gait ability.
http://vivo.ufl.edu/individual/n7578621902,0031-949X,Phytopathology,Description and Evaluation of An Education and Outreach Program for Best Management of Ralstonia Solanacearum Race 3 Biovar 2
http://vivo.ufl.edu/individual/n7593089009,0029-8549,Oecologia,Altered Resource Availability and the Population Dynamics of Tree Species in Amazonian Secondary Forests
http://vivo.ufl.edu/individual/n5605106876,0021-9738,Journal of Clinical Investigation,Mammalian Target of Rapamycin Regulates Murine and Human Cell Differentiation Through Stat3/P63/Jagged/Notch Cascade
http://vivo.ufl.edu/individual/n3742004815,0264-410X,Vaccine,Manifestations of Systemic Autoimmunity in Vaccinated Salmon
http://vivo.ufl.edu/individual/n1195363562,0190-6011,The Journal of orthopaedic and sports physical therapy,Comparison of Graded Exercise and Graded Exposure Clinical Outcomes for Patients With Chronic Low Back Pain
http://vivo.ufl.edu/individual/n1951977909,1174-5878,Pediatric Drugs,Antivirals for influenza: strategies for use in pediatrics.
http://vivo.ufl.edu/individual/n3041428920,1051-0761,Ecological Applications,Responses To Alternative Rainfall Regimes and Antipoaching in a Migratory System
http://vivo.ufl.edu/individual/n8252859631,0168-8227,Diabetes Research and Clinical Practice,Vital Sign Triage To Rule Out Diabetic Ketoacidosis and Non-Ketotic Hyperosmolar Syndrome in Hyperglycemic Patients
http://vivo.ufl.edu/individual/n6267365895,0031-949X,Phytopathology,Identification of the Florida Torreya Canker Pathogen
http://vivo.ufl.edu/individual/n2152922988,0921-5107,Materials Science and Engineering B-Advanced Functional Solid-State Materials,The Effect of Crystal Symmetry On the Maximum Polarization of Polycrystalline Ferroelectric Materials
http://vivo.ufl.edu/individual/n156796,0016-5085,Gastroenterology,Albinterferon Alfa-2b was not inferior to pegylated interferon-alpha in a randomized trial of patients with chronic hepatitis C virus genotype 1
http://vivo.ufl.edu/individual/n4569039554,0014-3820,Evolution,Geographic Variation in the Songs of Neotropical Singing Mice: Testing the Relative Importance of Drift and Local Adaptation
http://vivo.ufl.edu/individual/n1690136792,0042-4900,The Veterinary Record,Accidental submeningeal injection of propofol in gopher tortoises (Gopherus polyphemus).
http://vivo.ufl.edu/individual/n7590529096,0277-5212,Wetlands,Spatial and Temporal Hypoxia Dynamics in Dense Emergent Macrophytes in a Florida Lake
http://vivo.ufl.edu/individual/n1862931837,1477-0520,Organic & Biomolecular Chemistry,"Synthesis and fluorescence of the new environment-sensitive fluorophore 6-chloro-2,3-naphthalimide derivative."
http://vivo.ufl.edu/individual/n1203958839,0018-5043,Hormone and Metabolic Research,Testosterone administration induces protection against global myocardial ischemia.
http://vivo.ufl.edu/individual/n9533185729,1057-0802,The journal of maternal-fetal medicine,"Micronutrients and Women of Reproductive Potential: Required Dietary Intake and Consequences of Dietary Deficiency Or Excess. Part I - Folate, Vitamin B12, Vitamin B6"
http://vivo.ufl.edu/individual/n7846594438,0960-8524,Bioresource Technology,Comparison of Arsenic Accumulation in 18 Fern Species and Four Pteris Vittata Accessions
http://vivo.ufl.edu/individual/n9941547283,0095-4470,Journal of Phonetics,Effects of Musical Experience and Training On Pitch Contour Perception
http://vivo.ufl.edu/individual/n4857910950,0022-3751,The journal of physiology,Select Spinal Lesions Reveal Multiple Ascending Pathways in the Rat Conveying Input From the Male Genitalia
http://vivo.ufl.edu/individual/n199396090,1058-8183,Veterinary Radiology & Ultrasound,Ultrasonographic Evaluation of Relative Gastrointestinal Layer Contribution To Total Wall Thickness in Cats Without Clinical Evidence of Gi Disease
http://vivo.ufl.edu/individual/n7882194459,1086-8089,Journal of the Society of Laparoendoscopic Surgeons,Laparoscopic Management of Sigmoidorectal Intussusception
http://vivo.ufl.edu/individual/n6818690856,0003-6951,Applied Physics Letters,Effects of Ambient Atmosphere On the Transfer Characteristics and Gate-Bias Stress Stability of Amorphous Indium-Gallium-Zinc Oxide Thin-Film Transistors
http://vivo.ufl.edu/individual/n8629606632,1861-4728,Chemistry-An Asian Journal,In Vivo Fluorescence Imaging of Tumors Using Molecular Aptamers Generated By Cell-Selex
http://vivo.ufl.edu/individual/n7410352632,1355-6177,Journal of the International Neuropsychological Society,The Heterogeneity of Mild Cognitive Impairment: a Neuropsychological Analysis
http://vivo.ufl.edu/individual/n6722056483,1063-7761,Journal of Experimental and Theoretical Physics,Peculiarity of Interrelation Between Electronic and Magnetic Properties of Htsc Cuprates Associated With Short-Range Antiferromagnetic Order
http://vivo.ufl.edu/individual/n1221157561,0301-0511,Biological Psychology,The Impact of Emotion On Respiratory-Related Evoked Potentials in Healthy Volunteers
http://vivo.ufl.edu/individual/n1391779585,0004-637X,Astrophysical Journal,Mid-Infrared Variability From the Spitzer Deep Wide-Field Survey
http://vivo.ufl.edu/individual/n6193244576,0308-521X,Agricultural Systems,Modeling the Impact of Hiv/Aids Upon Food Security of Diverse Rural Households in Western Kenya
http://vivo.ufl.edu/individual/n3645086686,1042-0533,American Journal of Human Biology,Short But Catching Up: Statural Growth Among Native Amazonian Bolivian Children
http://vivo.ufl.edu/individual/n7039806329,1040-2446,Academic Medicine,Commentary: Idsa Guidelines for Improving the Teaching of Preclinical Medical Microbiology and Infectious Diseases
http://vivo.ufl.edu/individual/n2516739018,0036-8075,Science,"Kepler-9: a System of Multiple Planets Transiting a Sun-Like Star, Confirmed By Timing Variations"
http://vivo.ufl.edu/individual/n1112771831,0022-0302,Journal of Dairy Science,Effects of 72-H Temporary Calf Removal Prior To Fixed-Time Ai On Pregnancy Rates and Subsequent Calf Performance in Suckled Beef Cows
http://vivo.ufl.edu/individual/n1094014341,0363-6119,"American Journal of Physiology: Regulatory, Integrative and Comparative Physiology",Effects of sildenafil on maternal hemodynamics and fetal growth in normal rat pregnancy.
http://vivo.ufl.edu/individual/n8556678868,1053-587X,IEEE Transactions On Signal Processing,Computationally Efficient Sparse Bayesian Learning Via Belief Propagation
http://vivo.ufl.edu/individual/n4629481416,0021-9673,Journal of Chromatography - Part A,Effective Liquid-Liquid Extraction Method for Analysis of Pyrethroid and Phenylpyrazole Pesticides in Emulsion-Prone Surface Water Samples
http://vivo.ufl.edu/individual/n6649546955,0146-0404,Investigative Ophthalmology and Visual Science,Diabetic Enos-Knockout Mice Develop Accelerated Retinopathy
http://vivo.ufl.edu/individual/n3170160068,0925-5001,Journal of Global Optimization,"Special Issue: the Second International Conference On Complementarity, Duality, and Global Optimization in Science and Engineering, Gainesville, Florida, February 28-March 2, 2007 Preface"
http://vivo.ufl.edu/individual/n9941254837,0029-6562,Nursing Research,Supplementing Relaxation and Music for Pain After Surgery
http://vivo.ufl.edu/individual/n4669618228,1600-6135,American Journal of Transplantation,The Noninferiority Trial: Don'T Don'T Do It
http://vivo.ufl.edu/individual/n9483560330,0036-9640,Scriblerian and the Kit-Cats,Dilettanti: the Antic and the Antique in Eighteenth-Century England
http://vivo.ufl.edu/individual/n9022596967,0003-9993,Archives of Physical Medicine and Rehabilitation,Pain-Related Fear Contributes To Self-Reported Disability in Patients With Foot and Ankle Pathology
http://vivo.ufl.edu/individual/n1901604931,0342-4642,Intensive Care Medicine,Quantitative Response of Blood Volumes in a Juvenile Hemorrhagic Shock Model
http://vivo.ufl.edu/individual/n611384859,1047-3203,Journal of Visual Communication and Image Representation,Image Representation By Compressive Sensing for Visual Sensor Networks
http://vivo.ufl.edu/individual/n139838048,0006-4971,Blood,Lack of Somatic Sequence Mutations in Protein Tyrosine Kinase Genes Other Than the Jak Kinase Family in High Risk B-Precursor Childhood Acute Lymphoblastic Leukemia (All): a Report From the Children's Oncology Group (Cog) High-Risk (Hr) All Target Project
http://vivo.ufl.edu/individual/n4412429960,0021-9290,Journal of Biomechanics,Simultaneous Prediction of Muscle and Contact Forces in the Knee During Gait
http://vivo.ufl.edu/individual/n5208079636,1176-6328,Neuropsychiatric Disease and Treatment,"Test of Variables of Attention (Tova) as a Predictor of Early Attention Complaints, An Antecedent To Dementia"
http://vivo.ufl.edu/individual/n2083249885,0947-7047,Ionics,Effect of Ionic Polarizability On Oxygen Diffusion in Delta-Bi(2)O(3) From Atomistic Simulation
http://vivo.ufl.edu/individual/n4011519838,0160-9289,Clinical Cardiology,Hyponatremia in Heart Failure: Revisiting Pathophysiology and Therapeutic Strategies
http://vivo.ufl.edu/individual/n9770839065,0022-4391,Journal of School Health,Relationship Between Frequency and Intensity of Physical Activity and Health Behaviors of Adolescents
http://vivo.ufl.edu/individual/n8163837622,0013-8746,Annals of the Entomological Society of America,Differential Survivorship of Invasive Mosquito Species in South Florida Cemeteries: Do Site-Specific Microclimates Explain Patterns of Coexistence and Exclusion?
http://vivo.ufl.edu/individual/n5154463215,0022-4456,Journal of Scientific and Industrial Research,Gibberellic Acid Production By Fusarium Fujikuroi Sg2
http://vivo.ufl.edu/individual/n9624420459,0031-949X,Phytopathology,"Biological Control With Xylella Fastidiosa Strain Eb92-1 for the Prevention of Pierce's Disease Development in Mature, Producing Grapevines"
http://vivo.ufl.edu/individual/n7544208090,0010-9452,Cortex,Phantom Limb After Stroke: An Underreported Phenomenon
http://vivo.ufl.edu/individual/n4283596342,1359-6462,Scripta Materialia,Study of the Dehydrogenation Behavior of Magnesium Hydride
http://vivo.ufl.edu/individual/n5006015967,1040-0397,Electroanalysis,Electrode Kinetics and Sensitivity of Nanostructured Electrodes From Different Carbon Fiber Precursor Materials
http://vivo.ufl.edu/individual/n8277020569,1473-7175,Expert Review of Neurotherapeutics,"Parkinson's Disease Dbs: What, When, Who and Why? the Time Has Come To Tailor Dbs Targets"
http://vivo.ufl.edu/individual/n8206590826,0020-1669,Inorganic Chemistry,Binding of Higher Alcohols Onto Mn(12) Single-Molecule Magnets (Smms): Access To the Highest Barrier Mn(12) Smm
http://vivo.ufl.edu/individual/n9750877329,0928-8244,Fems Immunology and Medical Microbiology,Mkp1 Regulates the Induction of Inflammatory Response By Pneumococcal Pneumolysin in Human Epithelial Cells
http://vivo.ufl.edu/individual/n7869770297,1077-260X,IEEE Journal of Selected Topics in Quantum Electronics,"Color Tunable Pi-Conjugated Polymers for Solar-Cell Applications: Engineering of Bandgap, Interface, and Charge Transport Properties"
http://vivo.ufl.edu/individual/n8275420024,0012-6667,Drugs,Therapeutic Interventions To Enhance Apolipoprotein A-I-Mediated Cardioprotection
http://vivo.ufl.edu/individual/n9033015748,0742-1222,Journal of Management Information Systems,Entertainment Without Borders: the Impact of Digital Technologies On Government Cultural Policy
http://vivo.ufl.edu/individual/n7997503340,0192-2882,Theatre Journal,Stovepipe
http://vivo.ufl.edu/individual/n17863382,0021-9924,Journal of Communication Disorders,"Cognition, Language, and Clinical Pathological Features of Non-Alzheimer's Dementias: An Overview"
http://vivo.ufl.edu/individual/n3874234151,1073-2322,Shock,Alternative Modes of Transportation and Their Crash Oucomes
http://vivo.ufl.edu/individual/n915822252,0028-646X,The new phytologist,Predicting Moisture Dynamics of Fine Understory Fuels in a Moist Tropical Rainforest System: Results of a Pilot Study Undertaken To Identify Proxy Variables Useful for Rating Fire Danger
http://vivo.ufl.edu/individual/n1923274213,1570-162X,Current Hiv Research,Feline immunodeficiency virus model for designing HIV/AIDS vaccines.
http://vivo.ufl.edu/individual/n1343314966,0277-3732,American Journal of Clinical Oncology,A phase II trial of neoadjuvant capecitabine combined with hyperfractionated accelerated radiation therapy in locally advanced rectal cancer.
http://vivo.ufl.edu/individual/n9175254930,0119-5646,Asia-Pacific Education Researcher,Using Banks' Typology To Analyze the Cultural Autobiographies of Pre-Service Teachers in a Children's Literature Class
http://vivo.ufl.edu/individual/n9847369189,0090-6778,IEEE Transactions On Communications,Modeling and Transceiver Design for Asymmetric Uwb Links With Heterogeneous Nodes
http://vivo.ufl.edu/individual/n8116267617,0300-9572,Resuscitation,Two-Thumb Technique Is Superior To Two-Finger Technique During Lone Rescuer Infant Manikin Cpr
http://vivo.ufl.edu/individual/n3066687903,1054-139X,Journal of Adolescent Health,Trajectories Or Parental Monitoring and Communication and Effects On Drug Use Among Urban Young Adolescents
http://vivo.ufl.edu/individual/n2324138604,1063-0198,HortTechnology,Precise Placement and Variable Rate Fertilizer Application Technologies for Horticultural Crops
http://vivo.ufl.edu/individual/n4094378153,1360-8746,South European Society and Politics,Nationalisms and Anti-Immigrant Sentiment in Spain
http://vivo.ufl.edu/individual/n9188351075,1553-7366,PLoS Pathogens,Serological Profiling of a Candida Albicans Protein Microarray Reveals Permanent Host-Pathogen Interplay and Stage-Specific Responses During Candidemia
http://vivo.ufl.edu/individual/n284211673,0364-5134,Annals of Neurology,"Sustained Alpha-Sarcoglycan Gene Expression After Gene Transfer in Limb-Girdle Muscular Dystrophy, Type 2D"
http://vivo.ufl.edu/individual/n7067988468,0022-2488,Journal of Mathematical Physics,De Sitter Breaking Through Infrared Divergences
http://vivo.ufl.edu/individual/n4393334874,0962-8452,Proceedings. Biological Sciences,Experimental Evidence That Source Genetic Variation Drives Pathogen Emergence
http://vivo.ufl.edu/individual/n1378175902,0267-1379,Current Opinion in Gastroenterology,New Therapies in the Management of Hepatitis C Virus
http://vivo.ufl.edu/individual/n1694799232,1079-5006,"The journals of gerontology. Series A, Biological sciences and medical sciences",Older adults' detection of misspellings during reading.
http://vivo.ufl.edu/individual/n3785057172,0012-186X,Diabetologia,"Intradermal Alpha 1-Antitrypsin Therapy Avoids Fatal Anaphylaxis, Prevents Type 1 Diabetes and Reverses Hyperglycaemia in the Nod Mouse Model of the Disease"
http://vivo.ufl.edu/individual/n7934809003,0195-9131,Medicine & science in sports & exercise,"Trenbolone Enanthate Has a Novel Spectrum of Action in Muscle, Adipose and Prostate Tissue"
http://vivo.ufl.edu/individual/n1027157958,1056-4993,Child and Adolescent Psychiatric Clinics,Non-substance-addictive behaviors in youth: pathological gambling and problematic Internet use.
http://vivo.ufl.edu/individual/n542920660,0272-6386,American Journal of Kidney Diseases,Regional Citrate Anticoagulation for Slow Continuosus Ultrafiltration (Scuf) Complicated By Severe Metabolic Alkosis
http://vivo.ufl.edu/individual/n5961820615,0968-0160,The knee,Physical Examination and in Vivo Kinematics in Two Posterior Cruciate Ligament Retaining Total Knee Arthroplasty Designs
http://vivo.ufl.edu/individual/n4788082133,1047-3211,Cerebral Cortex,Bdnf Val(66)Met Polymorphism Influences Motor System Function in the Human Brain
http://vivo.ufl.edu/individual/n3563078788,0960-9822,Current Biology,Defensive Plant-Ants Stabilize Megaherbivore-Driven Landscape Change in An African Savanna
http://vivo.ufl.edu/individual/n1301690129,0895-8696,Journal of Molecular Neuroscience,Tricks of perspective: insights and limitations to the study of macroscopic currents for the analysis of nAChR activation and desensitization.
http://vivo.ufl.edu/individual/n7905122812,0012-6667,Drugs,Pharmacological Treatment of Fibromyalgia Syndrome New Developments
http://vivo.ufl.edu/individual/n5520139175,1071-2690,In Vitro Cellular & Developmental Biology,Altering Lignin Content in Bahia Grass (Paspalum Notatum Flugge) By Downregulation of 4-Coumarate-Coa Ligase
http://vivo.ufl.edu/individual/n8482715496,0091-6765,Environmental Health Perspectives,Associations of Serum Concentrations of Organochlorine Pesticides With Breast Cancer and Prostate Cancer in Us Adults
http://vivo.ufl.edu/individual/n4190122812,0146-6623,Journal of Aquatic Plant Management ,Comparing Native and Exotic Litter Decomposition and Nutrient Dynamics
http://vivo.ufl.edu/individual/n3790656734,0191-8869,Personality and Individual Differences,Dispositional Authenticity and Romantic Relationship Functioning
http://vivo.ufl.edu/individual/n9986788236,0014-5793,FEBS Letters,Deciphering Synonymous Codons in the Three Domains of Life: Co-Evolution With Specific Trna Modification Enzymes
http://vivo.ufl.edu/individual/n3932992324,0941-1291,Surgery Today,Adult-Onset Adrenal Ganglioneuroblastoma - Bone Metastasis Two Years After Surgery: Report of a Case
http://vivo.ufl.edu/individual/n7861017333,1525-0016,Molecular Therapy,"Therapeutic Efficacy of Bone Marrow Transplant, Intracranial Aav-Mediated Gene Therapy, Or Both in the Mouse Model of Mps Iiib"
http://vivo.ufl.edu/individual/n6700170883,0045-6535,Chemosphere,Chemically Enhanced Phytoextraction of Pb By Wheat in Texturally Different Soils
http://vivo.ufl.edu/individual/n4395096233,0891-6640,Journal of Veterinary and Internal Medicine,The Effects of Deferoxamine Mesylate On Iron Elimination After Blood Transfusion in Neonatal Foals
http://vivo.ufl.edu/individual/n1412230274,1523-3774,Current Rheumatology Reports,Is it all central sensitization? Role of peripheral tissue nociception in chronic musculoskeletal pain.
http://vivo.ufl.edu/individual/n8344160831,0099-2240,Applied and Environmental Microbiology,"Musca Domestica Salivary Gland Hypertrophy Virus, a Globally Distributed Insect Virus That Infects and Sterilizes Female Houseflies"
http://vivo.ufl.edu/individual/n6646236273,0376-8929,Environmental Conservation,"Crossing Boundaries for Environmental Science and Management: Combining Interdisciplinary, Interorganizational and International Collaboration"
http://vivo.ufl.edu/individual/n7010036153,0163-7827,Progress in Lipid Research,Acylcarnitines: Role in Brain
http://vivo.ufl.edu/individual/n1215798028,0270-6474,Journal of Neuroscience,Weight Gain Is Associated With Reduced Striatal Response To Palatable Food
http://vivo.ufl.edu/individual/n9688075028,0035-8711,Monthly Notices of the Royal Astronomical Society,The Origins of a Rich Absorption Line Complex in a Quasar At Redshift 3.45
http://vivo.ufl.edu/individual/n5573811837,0375-9393,Minerva Anestesiologica,The Anatomical Correction of Cricoid Pressure
http://vivo.ufl.edu/individual/n7924908442,0278-4343,Continental Shelf Research,Variation of Overtides By Wave Enhanced Bottom Drag in a North Florida Tidal Inlet
